省份编码,省份,年份,普通小学学校数(所),普通小学招生数(万人),普通小学在校学生数(万人),普通小学毕业生数(万人),普通小学教职工数(万人),普通小学专任教师数(万人)
440000,广东省,2010,16806.0,135.9159,848.5498,174.1881,48.7773,43.0735
440000,广东省,2009,18506.0,127.4186,887.6522,183.5297,47.7034,41.8311
440000,广东省,2008,19271.0,131.588,956.474,186.764,47.668,41.6608
440000,广东省,2007,19891.0,143.8722,1017.617,180.314,47.4573,41.447
440000,广东省,2006,20512.0,155.642,1056.9906,175.4494,46.773,40.7584
440000,广东省,2005,21228.0,164.155,1067.0304,167.4305,46.3715,40.3824
440000,广东省,2004,21944.0,168.4682,1049.6221,162.8669,45.5679,39.6487
440000,广东省,2003,22792.0,172.9914,1025.3706,158.6749,44.7013,38.9262
440000,广东省,2002,23314.0,168.7362,979.61,152.9035,43.7121,37.98
440000,广东省,2001,23611.0,160.4435,952.9844,148.4451,42.8614,37.1283
440000,广东省,2000,24202.0,155.7286,929.9314,148.4833,42.0835,36.4118
450000,广西壮族自治区,2019,8036.0,,495.0349,,,26.7128
450000,广西壮族自治区,2018,8054.0,,476.7771,,,25.775
450000,广西壮族自治区,2017,8454.0,83.7,463.7548,71.36,,24.7133
450000,广西壮族自治区,2016,10173.0,,451.3712,,,23.2548
450000,广西壮族自治区,2015,11849.0,,440.1037,,,22.1962
450000,广西壮族自治区,2014,12946.0,74.9653,431.8063,67.5366,22.9096,21.7311
450000,广西壮族自治区,2013,13499.0,75.2867,426.2624,70.0641,22.9534,21.557
450000,广西壮族自治区,2012,13535.0,74.211,426.4831,68.6423,23.2714,21.7151
450000,广西壮族自治区,2011,13789.0,72.6689,427.0002,70.2614,23.5149,21.8967
450000,广西壮族自治区,2010,13942.0,74.1123,430.0598,71.8164,24.4647,22.0183
450000,广西壮族自治区,2009,14290.0,75.2468,436.7767,73.0648,24.5745,22.0832
450000,广西壮族自治区,2008,14590.0,76.5621,444.8079,76.7242,24.3695,21.8042
450000,广西壮族自治区,2007,14873.0,75.6202,452.4838,77.9536,24.1987,21.5837
450000,广西壮族自治区,2006,15152.0,77.9629,460.1201,77.4149,23.4827,20.6912
450000,广西壮族自治区,2005,15500.0,73.4555,452.7888,84.4177,23.3177,20.4788
450000,广西壮族自治区,2004,15759.0,75.733,470.5591,89.3095,23.0087,20.0546
450000,广西壮族自治区,2003,16102.0,77.0795,491.8503,92.3669,23.5014,20.5142
450000,广西壮族自治区,2002,16070.0,80.1523,510.04,94.7977,23.3023,20.5469
450000,广西壮族自治区,2001,16077.0,78.8221,525.2872,96.8492,22.8229,20.032
450000,广西壮族自治区,2000,16109.0,76.7579,536.7949,103.6978,23.0492,19.8977
460000,海南省,2019,1376.0,,85.3075,,,5.2466
460000,海南省,2018,1377.0,,83.1869,,,5.073
460000,海南省,2017,1388.0,14.27,80.9483,,,4.979
460000,海南省,2016,1509.0,,79.3553,,,4.906
460000,海南省,2015,1556.0,,77.3246,,,4.9752
460000,海南省,2014,1619.0,13.5878,75.2643,11.7257,4.6938,5.0222
460000,海南省,2013,1739.0,12.4284,74.0193,12.4664,4.7759,5.0466
460000,海南省,2012,2036.0,12.2521,75.2187,12.8221,4.9314,5.1243
460000,海南省,2011,2210.0,12.3955,76.5619,13.1762,4.9546,5.1583
460000,海南省,2010,2313.0,10.3591,78.0535,14.6903,5.7085,5.2056
460000,海南省,2009,2520.0,10.8144,83.4016,16.9341,5.7299,5.2368
460000,海南省,2008,2741.0,10.9846,90.6369,17.1102,5.7975,5.2578
460000,海南省,2007,2915.0,12.6451,98.3387,17.6553,5.788,5.2345
460000,海南省,2006,3050.0,17.3749,104.7236,17.8501,5.7578,5.1635
460000,海南省,2005,3106.0,18.2702,105.673,17.1364,5.6516,5.0598
460000,海南省,2004,3192.0,16.1941,100.1835,16.7544,5.5433,5.0108
460000,海南省,2003,3287.0,16.4629,100.886,17.3992,5.4869,4.9367
460000,海南省,2002,3320.0,16.6168,102.17,16.3422,5.5161,4.9945
460000,海南省,2001,3399.0,16.6419,102.5278,15.3683,5.4827,4.9347
460000,海南省,2000,4167.0,15.6735,103.581,15.4099,5.6307,5.0339
500000,重庆市,2019,2860.0,,206.2948,,,12.8777
500000,重庆市,2018,2893.0,,209.5361,,,12.6513
500000,重庆市,2017,2954.0,32.6,209.9536,33.65,,12.527
500000,重庆市,2016,2979.0,,209.8191,,,12.3066
500000,重庆市,2015,4170.0,,207.332,,,11.8897
500000,重庆市,2014,4586.0,36.0673,203.4165,31.7132,11.768,11.636
500000,重庆市,2013,4728.0,37.5725,198.9128,32.6451,11.6804,11.5204
500000,重庆市,2012,4810.0,35.2068,194.3177,33.6066,11.5394,11.4036
500000,重庆市,2011,5248.0,33.8693,195.4818,36.3073,11.6397,11.5343
500000,重庆市,2010,5544.0,32.9739,199.9407,39.8349,12.5859,11.6057
500000,重庆市,2009,7096.0,32.1333,208.1367,43.1041,12.8118,11.746
500000,重庆市,2008,7575.0,34.7639,224.3916,46.7435,13.055,11.9161
500000,重庆市,2007,7990.0,34.894,238.4527,46.2753,13.1335,11.9831
500000,重庆市,2006,8754.0,36.2368,252.3824,45.0958,12.6432,11.3724
500000,重庆市,2005,9558.0,36.5028,260.9754,44.7168,12.7433,11.4326
500000,重庆市,2004,10409.0,41.0479,271.8999,44.6095,12.7262,11.4007
500000,重庆市,2003,10966.0,44.4276,277.9441,45.6848,12.914,11.5212
500000,重庆市,2002,12031.0,48.005,279.76,45.1032,13.226,11.7543
500000,重庆市,2001,13076.0,47.5585,277.7859,44.5158,13.3648,11.8623
500000,重庆市,2000,14730.0,46.6086,276.1308,49.6681,13.3451,11.9014
510000,四川省,2019,5725.0,,555.7731,,,33.784
510000,四川省,2018,5730.0,,555.4589,,,32.9927
510000,四川省,2017,5721.0,91.1,551.8361,,,32.5016
510000,四川省,2016,5981.0,,549.5234,,,31.4406
510000,四川省,2015,6487.0,,541.7353,,,30.8059
510000,四川省,2014,6959.0,92.9667,531.3193,83.0744,26.0521,30.4909
510000,四川省,2013,7257.0,95.0346,525.9536,88.6816,26.1493,30.5619
510000,四川省,2012,8586.0,100.9618,560.7407,100.1656,26.244,30.4899
510000,四川省,2011,8847.0,99.6827,579.8017,104.2069,26.4869,30.5508
510000,四川省,2010,9282.0,96.4894,592.108,111.3444,32.969,30.5741
510000,四川省,2009,12437.0,94.5131,617.0471,116.6577,33.1434,30.6528
510000,四川省,2008,13993.0,100.4385,648.8221,125.3417,33.3343,30.7687
510000,四川省,2007,15834.0,108.3015,696.5306,124.7914,33.4156,30.6149
510000,四川省,2006,17372.0,115.1856,721.775,122.1708,33.6132,30.6886
510000,四川省,2005,19305.0,109.2214,714.5093,118.7842,33.7939,30.7113
510000,四川省,2004,21935.0,116.9163,736.5754,122.1872,34.1358,30.794
510000,四川省,2003,24573.0,122.3734,755.4308,132.4117,35.0201,31.6029
510000,四川省,2002,25972.0,132.0396,778.54,136.1854,35.7284,32.1193
510000,四川省,2001,31447.0,133.8908,794.849,134.739,36.2818,32.5123
510000,四川省,2000,43326.0,125.688,802.6506,139.7579,36.9525,33.1551
520000,贵州省,2019,6943.0,,388.2991,,,21.2485
520000,贵州省,2018,6951.0,,371.7297,,,20.7839
520000,贵州省,2017,7113.0,65.05,362.077,,,20.2061
520000,贵州省,2016,7818.0,,353.3745,,,19.7069
520000,贵州省,2015,8520.0,,346.3095,,,19.3511
520000,贵州省,2014,9275.0,55.4793,346.3056,66.4842,19.456,19.285
520000,贵州省,2013,10632.0,51.0554,355.5333,72.3478,19.45,19.2953
520000,贵州省,2012,11529.0,59.1024,380.0803,76.0174,19.9179,19.7983
520000,贵州省,2011,12008.0,62.6379,408.7382,77.3003,19.5168,19.7094
520000,贵州省,2010,12422.0,65.6919,433.4971,79.8173,20.7209,19.7913
520000,贵州省,2009,12862.0,69.8976,456.8716,78.4574,20.8696,19.9189
520000,贵州省,2008,13107.0,72.2009,469.791,76.3062,20.8798,20.0024
520000,贵州省,2007,13645.0,73.5245,466.3136,75.1878,20.2413,19.1991
520000,贵州省,2006,14076.0,78.7895,474.378,73.1361,20.0576,18.8762
520000,贵州省,2005,14258.0,77.2201,473.7645,74.2112,19.6785,18.3679
520000,贵州省,2004,14257.0,83.6431,479.4083,76.6334,19.2532,18.0793
520000,贵州省,2003,14504.0,82.7264,476.874,80.5694,19.1695,17.9367
520000,贵州省,2002,14822.0,84.8378,484.28,81.6123,19.017,17.792
520000,贵州省,2001,15339.0,83.0232,490.1665,77.8446,18.6887,17.3238
520000,贵州省,2000,17985.0,81.0492,500.2082,73.2301,18.7305,17.4822
530000,云南省,2019,10789.0,,385.1042,,,23.0762
530000,云南省,2018,10900.0,,379.512,,,22.8365
530000,云南省,2017,11186.0,,375.2041,,,22.7269
530000,云南省,2016,11673.0,,376.6145,,,22.7046
530000,云南省,2015,12413.0,,377.7774,,,22.4835
530000,云南省,2014,12608.0,60.9347,382.6943,69.2845,22.7876,22.5874
530000,云南省,2013,12845.0,61.3507,392.0782,71.377,23.34,23.022
530000,云南省,2012,13020.0,62.2875,406.7038,72.2779,23.7762,23.371
530000,云南省,2011,13320.0,65.3821,424.0837,72.9118,23.8762,23.4758
530000,云南省,2010,14059.0,66.93,435.2084,73.6946,25.0114,23.7537
530000,云南省,2009,15826.0,69.4956,444.1438,73.3099,24.7201,23.3811
530000,云南省,2008,16573.0,72.9101,451.0366,73.2309,23.9302,22.6795
530000,云南省,2007,17163.0,75.4596,453.315,71.4598,23.5153,22.2676
530000,云南省,2006,18127.0,76.0283,452.2624,68.6863,23.463,22.2022
530000,云南省,2005,18747.0,73.3383,441.2267,69.3217,23.2227,21.9236
530000,云南省,2004,19752.0,73.2476,440.6482,72.1324,23.2561,21.8969
530000,云南省,2003,20296.0,73.1132,441.8821,77.1499,23.574,22.1589
530000,云南省,2002,20595.0,73.7091,450.93,77.5185,23.7326,22.2855
530000,云南省,2001,21315.0,72.3634,460.4962,76.0392,23.3987,21.7658
530000,云南省,2000,22151.0,70.2017,472.0611,72.1486,22.5293,21.0507
540000,西藏自治区,2019,821.0,,34.0952,,,2.3164
540000,西藏自治区,2018,809.0,,32.6334,,,2.2446
540000,西藏自治区,2017,806.0,4.5601,31.5122,4.5601,,2.0429
540000,西藏自治区,2016,805.0,,30.2892,,,2.1084
540000,西藏自治区,2015,826.0,,29.229,,,2.089
540000,西藏自治区,2014,829.0,5.0885,29.5142,4.6306,2.0287,2.0267
540000,西藏自治区,2013,841.0,5.1567,29.4799,4.6118,1.8998,1.8834
540000,西藏自治区,2012,857.0,5.1552,29.2016,4.7537,1.8966,1.8853
540000,西藏自治区,2011,860.0,4.9536,29.4725,4.8319,1.92,1.9077
540000,西藏自治区,2010,872.0,5.0747,29.9408,5.0642,1.9289,1.8901
540000,西藏自治区,2009,884.0,5.3682,30.5235,5.085,1.9293,1.8686
540000,西藏自治区,2008,885.0,5.0937,31.1832,5.2721,1.8715,1.8087
540000,西藏自治区,2007,884.0,5.189,32.0589,5.2238,1.845,1.7813
540000,西藏自治区,2006,880.0,5.2864,32.9532,4.8655,1.6646,1.5961
540000,西藏自治区,2005,890.0,5.4665,32.7497,4.796,1.4967,1.4267
540000,西藏自治区,2004,886.0,5.9126,32.6952,4.5182,1.4378,1.361
540000,西藏自治区,2003,892.0,5.8913,32.206,4.5695,1.3767,1.3026
540000,西藏自治区,2002,899.0,6.0824,31.96,4.3929,1.3631,1.2792
540000,西藏自治区,2001,895.0,5.8973,31.1993,4.2044,1.2926,1.1995
540000,西藏自治区,2000,842.0,5.7969,31.3807,3.7039,1.3936,1.3181
610000,陕西省,2019,4640.0,,277.5874,,,17.0709
610000,陕西省,2018,4714.0,,265.612,,,16.4159
610000,陕西省,2017,4752.0,48.05,252.3085,,,15.9061
610000,陕西省,2016,5507.0,,241.7852,,,15.6241
610000,陕西省,2015,5851.0,,233.1094,,,15.6087
610000,陕西省,2014,6574.0,40.5034,226.4095,37.4597,16.0287,15.9356
610000,陕西省,2013,7356.0,38.8081,227.3275,40.0469,16.3908,16.2841
610000,陕西省,2012,7994.0,37.8875,234.6152,44.8555,16.9723,16.6822
610000,陕西省,2011,8867.0,40.7696,253.5962,46.4579,17.3769,17.1011
610000,陕西省,2010,9710.0,40.8618,261.0355,50.5889,19.0545,17.5184
610000,陕西省,2009,11583.0,40.99,271.4408,55.5577,19.353,17.832
610000,陕西省,2008,14185.0,43.1794,286.4809,61.7895,19.6323,18.0898
610000,陕西省,2007,16316.0,45.4346,305.5266,65.2625,19.8058,18.294
610000,陕西省,2006,18590.0,48.5432,325.1046,67.9839,20.0256,18.4573
610000,陕西省,2005,20711.0,43.5948,340.0893,72.46,20.3262,18.6644
610000,陕西省,2004,22988.0,48.1638,370.9746,76.5673,20.4007,18.8062
610000,陕西省,2003,24922.0,53.0089,401.4754,80.6239,20.6447,19.0964
610000,陕西省,2002,26989.0,59.5066,433.22,83.043,20.3733,18.8394
610000,陕西省,2001,29359.0,66.8712,461.5707,81.324,20.0185,18.3464
610000,陕西省,2000,33336.0,68.2226,480.9315,76.9965,19.9395,18.2297
620000,甘肃省,2019,5444.0,,194.1406,,,14.8408
620000,甘肃省,2018,5785.0,,189.6471,,,14.326
620000,甘肃省,2017,6172.0,33.63,185.5722,29.47,,14.1962
620000,甘肃省,2016,6924.0,,182.1629,,,14.1113
620000,甘肃省,2015,8052.0,,180.2401,,,14.032
620000,甘肃省,2014,8979.0,28.0655,180.2371,31.9335,13.3281,14.0476
620000,甘肃省,2013,9640.0,32.0908,186.7268,37.0601,13.4468,14.0414
620000,甘肃省,2012,10336.0,34.1155,206.3549,39.87,13.4514,14.0235
620000,甘肃省,2011,10907.0,33.8176,220.0743,42.6257,13.5559,14.1324
620000,甘肃省,2010,11582.0,36.1331,237.0406,47.4328,14.4568,14.0381
620000,甘肃省,2009,12637.0,37.2767,252.5962,49.27,14.4144,13.9966
620000,甘肃省,2008,13424.0,41.1003,268.9631,48.5899,14.5597,14.1371
620000,甘肃省,2007,14002.0,43.5661,284.6312,47.874,14.1716,13.7149
620000,甘肃省,2006,14685.0,48.1721,298.4425,50.6371,14.0031,13.5491
620000,甘肃省,2005,14963.0,46.1894,303.5794,50.2605,13.5276,13.0841
620000,甘肃省,2004,15347.0,50.8787,315.5535,48.8842,13.3383,12.8725
620000,甘肃省,2003,15635.0,57.2321,322.7592,48.1495,13.1752,12.674
620000,甘肃省,2002,16648.0,60.9934,322.9,48.6101,12.9069,12.4017
620000,甘肃省,2001,17477.0,60.1257,318.9816,48.8961,12.7903,12.2038
620000,甘肃省,2000,21557.0,55.274,316.4603,45.9255,13.1298,12.5172
630000,青海省,2019,724.0,,49.8501,,,2.8318
630000,青海省,2018,731.0,,48.6026,,,2.7483
630000,青海省,2017,758.0,8.5,46.5091,7.28,,2.7319
630000,青海省,2016,889.0,,45.7893,,,2.6408
630000,青海省,2015,978.0,,45.399,,,2.6479
630000,青海省,2014,1114.0,7.6276,46.1061,7.8073,2.1526,2.5224
630000,青海省,2013,1250.0,7.8634,47.4638,8.3487,2.3044,2.6974
630000,青海省,2012,1425.0,8.3111,49.8663,8.0967,2.2467,2.6103
630000,青海省,2011,1533.0,8.2562,51.1867,8.0162,2.0916,2.5897
630000,青海省,2010,1792.0,8.1464,51.8992,8.2467,2.7516,2.6584
630000,青海省,2009,2047.0,8.7157,53.3255,7.8005,2.7814,2.6794
630000,青海省,2008,2556.0,9.311,53.8193,6.945,2.8115,2.7318
630000,青海省,2007,2727.0,10.0823,53.1239,7.058,2.8393,2.7303
630000,青海省,2006,2841.0,10.1658,52.2025,7.6135,2.9209,2.8124
630000,青海省,2005,2898.0,8.928,50.6853,8.0983,2.8551,2.7478
630000,青海省,2004,2995.0,9.9052,51.2586,8.0728,2.8926,2.7832
630000,青海省,2003,2998.0,9.4559,50.6906,8.1467,2.9692,2.8496
630000,青海省,2002,3120.0,10.2602,50.66,8.1005,2.9546,2.8215
630000,青海省,2001,3159.0,9.5067,50.174,7.9174,2.9377,2.787
630000,青海省,2000,3429.0,9.3584,50.475,7.5615,2.9371,2.7706
640000,宁夏回族自治区,2019,1188.0,,58.4149,,,3.4279
640000,宁夏回族自治区,2018,1250.0,,58.1495,,,3.4487
640000,宁夏回族自治区,2017,1353.0,9.6628,58.135,9.943,,3.4239
640000,宁夏回族自治区,2016,1536.0,,58.2883,,,3.4116
640000,宁夏回族自治区,2015,1693.0,,58.3509,,,3.3777
640000,宁夏回族自治区,2014,1763.0,9.3204,58.8694,10.0594,3.2157,3.3357
640000,宁夏回族自治区,2013,1850.0,10.0194,60.3947,10.1909,3.3244,3.4113
640000,宁夏回族自治区,2012,1896.0,10.4822,61.814,10.7655,3.3415,3.4385
640000,宁夏回族自治区,2011,1942.0,11.1236,64.3293,11.2676,3.2179,3.3295
640000,宁夏回族自治区,2010,2027.0,10.1496,65.3669,10.9658,3.3849,3.3212
640000,宁夏回族自治区,2009,2131.0,10.439,67.0621,11.1121,3.3979,3.3406
640000,宁夏回族自治区,2008,2202.0,11.0155,68.8697,11.3757,3.3457,3.2829
640000,宁夏回族自治区,2007,2276.0,10.7474,70.0737,9.6452,3.3763,3.3007
640000,宁夏回族自治区,2006,2373.0,12.0073,69.676,10.4005,3.3981,3.3108
640000,宁夏回族自治区,2005,2527.0,13.0365,69.3207,10.4704,3.4663,3.376
640000,宁夏回族自治区,2004,2630.0,12.3379,67.7738,9.4419,3.5076,3.3903
640000,宁夏回族自治区,2003,2816.0,12.8779,66.9503,9.6835,3.5833,3.4531
640000,宁夏回族自治区,2002,2912.0,13.0005,66.35,10.197,3.5634,3.4228
640000,宁夏回族自治区,2001,3011.0,12.179,65.1082,10.4222,3.6143,3.4267
640000,宁夏回族自治区,2000,3267.0,11.9419,65.7352,10.4758,3.6586,3.4694
650000,新疆维吾尔自治区,2019,3640.0,,260.6825,,,16.7448
650000,新疆维吾尔自治区,2018,3368.0,,242.6826,,,15.8617
650000,新疆维吾尔自治区,2017,3523.0,43.34,228.6283,30.9,,15.3387
650000,新疆维吾尔自治区,2016,3526.0,,215.943,,,14.6395
650000,新疆维吾尔自治区,2015,3501.0,,204.8874,,,14.4767
650000,新疆维吾尔自治区,2014,3551.0,36.8584,194.2947,30.9085,12.7246,14.5067
650000,新疆维吾尔自治区,2013,3533.0,34.8643,189.4401,32.1294,12.316,14.0561
650000,新疆维吾尔自治区,2012,3534.0,33.1734,190.0844,32.102,11.7165,13.613
650000,新疆维吾尔自治区,2011,3536.0,32.2436,191.9457,32.7704,11.5527,13.5182
650000,新疆维吾尔自治区,2010,3598.0,31.1861,193.5798,33.4362,14.8863,13.3963
650000,新疆维吾尔自治区,2009,3651.0,31.8488,197.389,33.9836,14.9838,13.4263
650000,新疆维吾尔自治区,2008,4159.0,32.8647,201.2004,34.93,14.9629,13.2797
650000,新疆维吾尔自治区,2007,4589.0,34.0108,205.8884,36.1921,14.9286,13.3626
650000,新疆维吾尔自治区,2006,4815.0,33.7994,209.7975,37.3862,14.9795,13.4718
650000,新疆维吾尔自治区,2005,5209.0,33.8539,214.3833,39.7592,14.9953,13.4768
650000,新疆维吾尔自治区,2004,5451.0,34.7364,221.8109,41.7588,15.0308,13.4915
650000,新疆维吾尔自治区,2003,5832.0,34.7619,228.9066,42.1443,14.8598,13.2284
650000,新疆维吾尔自治区,2002,6043.0,34.6386,235.98,41.1626,14.933,13.2435
650000,新疆维吾尔自治区,2001,6221.0,35.2975,243.5667,39.501,14.9107,13.2137
650000,新疆维吾尔自治区,2000,6718.0,36.4193,247.7413,37.1758,14.9686,13.1259
